9	0	13480
2086	0	13708
9513	0	13447
6627	0	13360
169	0	16009
2520	0	13308
3979	0	13682
4496	0	13861
994	0	14914
3800	0	13947
2858	0	13186
366	0	13463
758	0	15180
519	0	14159
781	0	13568
18	0	14889
2282	0	14487
598	0	14992
1191	0	13587
1386	0	14914
2336	0	14724
2355	0	16658
452	0	15200
3589	0	13582
1487	0	16189
4808	0	14605
113	0	15912
1407	0	13548
1177	0	14373
2797	0	14153
939	0	15335
6662	0	13170
172	0	13780
2160	0	17119
6139	0	14361
211	0	13186
4795	0	16920
166	0	16193
204	0	13752
215	0	16013
4325	0	13943
1321	0	16290
2944	0	14511
1095	0	13606
2746	0	19343
1422	0	13452
692	0	16811
108	0	14973
544	0	13811
2037	0	15807
1663	0	13957
2127	0	14063
827	0	13294
695	0	14908
173	0	16365
215	0	16182
555	0	13415
2237	0	13157
49	0	16184
1420	0	15440
783	0	14363
827	0	13785
11	0	14776
71	0	13667
1090	0	15948
5090	0	14578
676	0	13978
913	0	14228
1574	0	13300
2105	0	14222
276	0	13329
376	0	13470
1113	0	14043
864	0	14481
1523	0	13910
3084	0	13681
639	0	13190
49	0	16792
9870	0	15315
336	0	15261
1326	0	14782
491	0	13841
1086	0	13877
129	0	17538
1062	0	13153
1126	0	15331
4155	0	13317
9921	0	15229
121	0	19019
89	0	13682
979	0	15371
633	0	14176
10858	0	14379
236	0	13337
1804	0	13995
4737	0	18469
630	0	13202
1220	0	13444
602	0	15203
5140	0	14734
451	0	14670
1	0	13160
901	0	18215
2663	0	13335
294	0	16787
1529	0	13510
573	0	14646
758	0	14370
9924	0	16865
678	0	13260
643	0	14522
745	0	13102
6115	0	14390
108	0	14431
4093	0	14458
1725	0	14921
961	0	14792
805	0	15120
299	0	17278
11	0	14518
678	0	14493
1109	0	13534
613	0	16226
2673	0	13658
613	0	13241
672	0	14022
2020	0	13924
169	0	16864
2008	0	13837
163	0	15428
1402	0	13186
843	0	15254
6187	0	13805
1891	0	14677
1380	0	14157
1829	0	14834
2870	0	14172
1410	0	14578
2466	0	13571
590	0	15218
638	0	14267
31	0	14813
4322	0	16903
698	0	18230
2654	0	13642
18	0	13557
185	0	14418
220	0	13149
616	0	13671
20	0	13813
285	0	14822
530	0	13424
4627	0	20326
102	0	16448
716	0	14277
13050	0	17726
37	0	16929
2237	0	14855
835	0	13567
798	0	13145
5655	0	19154
229	0	14850
583	0	13485
7265	0	14075
850	0	13742
215	0	15289
536	0	13439
218	0	14803
1191	0	18747
64	0	13965
1717	0	13749
63	0	13851
3	0	15400
5951	0	13430
429	0	14703
1028	0	14528
1668	0	13282
3267	0	13265
561	0	13230
2401	0	15056
2381	0	13913
2220	0	14623
1321	0	14825
147	0	17608
1668	0	13236
7606	0	15471
566	0	14723
2	0	13422
890	0	17043
1474	0	16386
1027	0	13183
590	0	13823
4211	0	13723
6137	0	13547
193	0	14706
214	0	18661
4482	0	13712
836	0	16179
1344	0	15371
3122	0	14855
1476	0	13212
3278	0	16159
2466	0	14015
6643	0	13284
9154	0	13668
