26	0	14532
752	0	14532
4232	0	14532
2565	0	14532
7768	0	14532
101	0	14532
11	0	14532
3022	0	14532
238	0	14532
1152	0	14532
3335	0	14532
1153	0	14532
6387	0	14532
259	0	14532
2699	0	14532
1915	0	14532
771	0	14532
64	0	14532
273	0	14532
175	0	14532
1046	0	14532
31	0	14532
1497	0	14532
207	0	14532
1285	0	14532
6904	0	14532
3301	0	14532
6627	0	14532
1203	0	14532
1310	0	14532
49	0	14532
193	0	14532
2394	0	14532
635	0	14532
493	0	14532
1470	0	14532
1066	0	14532
880	0	14164
4115	0	14164
185	0	14164
2543	0	14164
3188	0	14164
3207	0	14164
1522	0	14164
145	0	14164
2173	0	14164
4187	0	14164
256	0	14164
412	0	14164
489	0	14164
670	0	14164
7465	0	14164
1039	0	14164
2376	0	14164
1015	0	14164
292	0	14164
3092	0	14164
37	0	14164
30	0	14164
700	0	14164
3445	0	14164
85	0	14164
1564	0	14164
144	0	14164
1988	0	14164
1545	0	14164
618	0	14164
697	0	14164
18	0	14164
5639	0	14164
1892	0	14164
1457	0	14164
2346	0	14164
536	0	14164
408	0	14164
2001	0	14164
843	0	14164
3599	0	14164
2029	0	14164
3223	0	14164
1181	0	14164
309	0	14164
121	0	14164
1188	0	14164
776	0	14164
936	0	14164
166	0	14164
935	0	14164
4193	0	14164
1643	0	14164
481	0	14164
4258	0	14164
565	0	14164
460	0	14164
220	0	14164
1198	0	14164
2267	0	14164
3087	0	14164
807	0	14164
137	0	14164
45	0	14164
545	0	14164
723	0	14164
1638	0	14164
702	0	14164
559	0	14164
3148	0	14164
850	0	14164
1523	0	14164
6988	0	14164
739	0	14164
255	0	14164
1281	0	14164
66	0	14164
526	0	14164
2	0	14164
503	0	14164
214	0	14164
0	0	14164
6903	0	14164
1548	0	14164
169	0	14164
3482	0	14164
1044	0	14164
1252	0	14164
2975	0	14164
1727	0	14164
163	0	14164
654	0	14164
2101	0	14164
1670	0	14164
63	0	14164
2189	0	14164
2722	0	14164
1566	0	14164
2752	0	14164
974	0	14164
296	0	14164
2127	0	14164
111	0	14164
1576	0	14164
1038	0	14164
2708	0	14164
424	0	14164
576	0	14164
631	0	14164
539	0	14164
400	0	14164
2334	0	14164
1060	0	14164
4078	0	14164
889	0	14164
1461	0	14164
469	0	14164
1979	0	14164
3931	0	14164
7477	0	14164
1658	0	14164
8205	0	14164
392	0	14164
151	0	14164
1234	0	14164
1150	0	14164
725	0	14164
1077	0	14164
3316	0	14164
2601	0	14164
1718	0	14164
152	0	14164
2197	0	14164
4846	0	14164
510	0	14164
3031	0	14164
906	0	14164
2595	0	14164
1664	0	14164
507	0	14164
8652	0	14164
939	0	14164
621	0	14164
251	0	14164
3267	0	14164
8	0	14164
1185	0	14164
204	0	14164
4013	0	14164
108	0	14164
1187	0	14164
904	0	18955
102	0	18955
598	0	19887
94	0	19455
129	0	19455
11378	0	19455
946	0	19455
583	0	16250
692	0	16250
20	0	16250
18	0	16250
917	0	16250
1057	0	16250
163	0	16250
3744	0	16250
625	0	16250
11	0	16250
1213	0	16250
3173	0	16250
7876	0	16250
527	0	16250
1344	0	16250
137	0	16250
1095	0	16250
1420	0	16250
144	0	16250
1385	0	16250
108	0	16250
342	0	16250
49	0	16250
455	0	16250
601	0	16250
261	0	16250
590	0	16250
777	0	16250
667	0	16250
229	0	16250
63	0	16250
166	0	16250
10759	0	16250
223	0	13779
1948	0	13779
1027	0	13779
1830	0	13779
1495	0	13779
872	0	13779
821	0	13779
1181	0	13779
495	0	13779
1179	0	13779
485	0	13779
4470	0	13779
332	0	13779
3745	0	13779
3313	0	13779
370	0	13779
77	0	13779
939	0	13779
11332	0	13779
421	0	13779
1420	0	13779
651	0	13779
6654	0	13779
129	0	13779
7283	0	13779
2631	0	13779
904	0	13779
574	0	13779
5555	0	13779
296	0	13779
410	0	13779
378	0	13779
2142	0	13779
2164	0	13779
51	0	13779
2371	0	13779
294	0	13779
151	0	13779
4846	0	13779
434	0	13779
1703	0	13779
3041	0	13779
703	0	13779
1853	0	13779
1491	0	13779
1515	0	13779
350	0	13779
934	0	13779
6342	0	13779
2343	0	13779
4022	0	13779
5891	0	13779
892	0	13779
1274	0	13779
429	0	13779
397	0	13779
6516	0	13779
5455	0	13779
1000	0	13779
7956	0	13779
2540	0	13779
1097	0	13779
184	0	13779
586	0	13779
215	0	13779
110	0	13779
333	0	13779
833	0	13779
1196	0	13779
6443	0	13779
2398	0	13779
121	0	13779
91	0	13779
1113	0	13779
6484	0	13779
3886	0	20662
836	0	16571
2571	0	16571
434	0	16571
2227	0	16571
215	0	16571
129	0	16571
2371	0	16571
961	0	16571
703	0	16571
3670	0	16571
1948	0	16571
787	0	21976
4057	0	14034
